default,student,balance,income
No,No,630.220778875,24919.1838768
Yes,Yes,2024.66016984,9663.78815896
No,Yes,497.056988345,23119.1350275
No,No,48.7255629593,37957.9021383
No,No,440.024542832,49358.4257857
No,No,1217.9486598,43996.0139957
No,Yes,1203.98225964,21524.3184206
No,Yes,1493.87356174,15626.6594168
No,No,0.0,48025.6168546
No,No,1204.95434803,47167.9384961
No,No,945.66971747,39928.2438967
No,Yes,807.595571807,16926.3733351
No,No,514.381527332,20632.2681224
No,No,1493.35743459,51510.148066
No,No,738.22142979,25184.4673055
No,Yes,451.912461469,22316.2613246
No,No,997.027882271,35591.3872732
No,No,1082.07439363,30627.4616913
No,Yes,1001.3488862,19314.9223285
No,No,1058.62751384,49380.0784349
No,No,245.346492518,42703.0186662
No,No,579.381824882,32296.2634048
No,No,1180.93571396,35352.1517992
No,No,969.083028484,45192.3389639
No,No,0.0,44561.3254511
No,Yes,714.175499668,19995.8563982
No,No,0.0,36379.5188527
No,Yes,100.850759139,17315.1301919
No,No,1856.53087551,33498.8345204
No,No,620.457309318,41059.0965019
Yes,No,1815.79252001,31632.5838611
No,No,1508.14501434,31101.0812175
No,No,1170.91697571,38712.4200992
Yes,No,2063.57193445,37372.7584928
No,Yes,284.841577199,20477.8372274
No,No,878.446109878,29561.7830761
Yes,Yes,1740.76830588,18161.244079
Yes,No,1994.3950662,44794.3375042
No,No,1290.17921207,42813.9751709
No,No,441.33698322,55970.9233587
No,Yes,1790.41372523,22953.4310754
No,No,821.250479688,68721.9744687
No,No,341.040378605,40255.4675973
No,No,216.961691805,31742.9944511
No,No,48.2379899936,37536.3614329
No,No,501.360657821,49897.3007304
No,No,267.416624955,24154.5097951
No,No,623.618428429,54008.1958257
No,No,752.73937819,38671.785986
No,No,0.0,38665.8702365
No,No,413.11459473,63793.557634
No,No,895.439223194,26138.1012163
No,Yes,127.663375125,13942.2441191
Yes,No,1361.73579058,50322.3553201
No,No,592.611517621,55124.8644993
No,Yes,947.850996952,22047.9205559
No,No,784.171574845,47322.6891084
No,No,952.311152143,21990.0914734
No,No,448.263531441,26350.8710223
No,No,316.124008089,37322.9315632
No,Yes,1246.11719841,9846.70264449
No,No,680.706468644,42316.4031122
No,No,1208.30437572,38461.046535
Yes,No,1292.43021068,50990.5771675
No,No,663.610198685,48089.5205474
No,No,435.592200214,38830.5180173
No,No,579.193281038,36181.8127644
No,Yes,819.03106469,22092.7223037
No,No,603.020399835,51229.7884696
Yes,Yes,2654.32257628,21930.3888787
No,Yes,0.0,23274.9761587
No,Yes,1487.04354464,21412.3515514
No,No,1466.77219187,46875.083542
No,No,1168.4885668,40615.5666923
No,Yes,592.296945793,19744.9783929
No,Yes,1255.97389097,21757.6763904
No,No,389.792381033,53685.4731538
No,No,604.304327009,38758.5455338
No,No,940.392399704,33874.8145279
No,No,329.518976607,38150.6349302
No,No,1465.02703245,18600.2135039
No,Yes,1817.28007188,20751.4324172
No,Yes,1055.06379765,16174.2063787
No,Yes,536.010217847,23587.4940782
No,No,817.474328116,41994.9253402
No,No,1244.56356571,36157.8184659
No,No,983.127571333,19985.6014308
No,No,644.80025533,32298.3085674
No,No,896.981467926,35755.7484518
No,No,527.271574424,41573.9819083
No,No,0.0,51122.5156157
No,Yes,1427.94053081,12666.2607692
No,Yes,1262.4807657,15636.2573618
No,No,1283.2784826,46335.8360624
No,No,489.519913695,22750.6921764
No,No,887.201436108,41641.453572
No,No,328.01301113,38500.3995971
No,Yes,1521.49494912,18018.9043409
No,No,326.038112595,25498.0135271
No,No,1816.97350156,29897.1818127
No,No,1534.00700451,35566.2670693
No,Yes,1657.11385858,10852.2931298
No,No,1270.45697587,36092.5870996
No,No,560.514619198,25254.0416555
No,No,0.0,28490.7714644
No,No,697.932758213,35706.6613545
No,No,1420.50748026,37437.7379047
No,No,695.669009848,36977.6401879
No,Yes,212.821368528,24515.9754651
No,Yes,929.411129987,23236.7517513
No,No,1676.11479876,25317.1713937
No,No,571.959941777,24932.0059234
No,No,355.016331184,36327.8770095
No,Yes,1315.42144463,21650.4151619
No,Yes,1006.99410894,17834.0641906
No,No,332.6741696,22938.5931481
Yes,No,1622.49903925,39228.5414259
No,No,0.0,26394.5453627
No,No,1131.60205424,19893.7723062
No,No,0.0,44981.1502895
No,No,1493.74224807,32742.8582116
No,No,47.4234792771,29567.8574319
No,No,153.71263362,54331.5297705
No,No,458.997386969,21165.8664792
No,Yes,1260.82817647,22372.2875023
No,Yes,1080.4776622,18741.3168629
No,No,1814.10564871,32977.9086247
No,Yes,1739.83781216,21593.0128492
No,No,0.0,50496.4737233
No,No,983.490679182,20828.5306524
No,No,0.0,28176.118863
No,Yes,138.906309175,13005.8951509
No,No,870.34796594,42397.0998166
No,Yes,584.486401117,14017.3905494
No,Yes,1508.70177606,25338.264686
No,Yes,1282.47495164,25304.5864379
No,No,521.736727979,28401.4974561
No,No,1150.67771162,38342.2890565
No,Yes,1010.84859095,16428.7545549
No,Yes,1746.29737191,24536.5538729
No,No,1382.26899258,19023.9962118
No,No,499.818601941,31335.960761
No,No,339.676804208,43308.9658976
No,No,253.630102218,50236.5051829
No,No,690.185731263,32761.2272147
No,No,743.052553428,33556.0164882
No,No,736.495521633,49119.347819
No,Yes,584.518096159,19624.5886599
Yes,Yes,1276.68508262,19282.4359237
No,No,399.877160707,47291.0158893
No,No,182.238720004,45937.9768757
No,No,743.666169688,37542.580339
No,No,731.101627213,26655.4147068
No,No,615.726657355,38687.1152205
No,No,499.149148884,56343.6104354
No,No,785.033516931,45598.9153979
No,Yes,969.252341041,16864.0434885
No,No,841.490063865,43371.92444
No,No,181.171482584,35175.9035446
No,No,811.596366615,38323.7238674
No,No,1625.63987632,65026.7389252
No,No,962.223837966,43974.056869
No,No,617.025054246,33369.0893641
No,Yes,478.923674935,19730.185163
No,No,1017.7497207,30227.8632255
No,No,708.50016161,35086.9049249
No,No,423.40794729,40844.3415097
No,No,0.0,29775.1588729
No,Yes,935.693635043,25362.3218841
No,No,0.0,51719.3748711
No,Yes,1757.84545886,17426.519712
No,No,733.545386534,30638.2161879
No,Yes,1050.40938604,16746.0628215
No,No,25.8003766684,44091.6879109
No,No,646.081240204,36686.959447
No,No,695.471767186,25544.8920405
No,No,536.51749423,28629.4636707
No,No,542.277143336,52447.2193379
No,No,811.769946136,46076.3022364
No,Yes,911.76082448,21082.5527948
No,No,621.303498905,50474.9790084
No,No,549.393127696,39131.4948805
No,No,929.297154195,42503.4097188
No,No,154.663920438,44714.3716757
No,No,36.2350412346,49075.9815581
No,No,718.59525359,39157.7899327
No,No,379.100360644,31350.928633
No,No,904.335711194,30890.7455499
No,No,1028.96434239,18701.4095945
No,No,343.493829781,67930.3436153
No,No,375.799319174,21297.5846157
No,Yes,502.26108694,13572.7489091
No,Yes,1231.55882465,15727.6696284
No,No,456.871512842,54894.164454
No,Yes,1112.12991899,22709.4334546
No,No,1063.71286099,36475.0979895
No,Yes,895.823244917,19825.6298997
No,No,1407.09214246,43677.9764175
No,No,418.498344051,29856.4716774
No,No,684.906297215,14756.9983525
No,No,650.046110016,46137.9329674
No,No,495.42115424,26740.7690091
No,No,698.905129961,27001.5538993
No,No,847.772967202,42193.5975641
No,No,1185.15973429,35793.3485205
No,No,1315.60913146,54833.0555196
No,No,0.0,32809.3347852
No,No,629.087770988,32296.9316451
No,No,326.670018453,50562.490334
No,No,0.0,35775.316931
No,No,949.282372435,26960.7427591
No,No,1077.73308347,50334.8541188
No,No,1256.18672995,31706.1785617
No,No,1356.72983609,37664.0373894
No,No,564.128292141,37695.7753709
No,No,793.970969481,41931.5853455
No,Yes,412.388636175,9892.12754939
No,Yes,810.668587281,19925.7437697
No,Yes,1273.83577633,15593.641681
No,No,1386.66847806,56325.4493583
No,Yes,574.673144256,22814.34644
No,Yes,1614.14163797,11334.292474
No,No,0.0,45642.7619357
No,No,949.996706818,32676.2307501
No,Yes,618.756752342,18297.3277705
No,No,1408.17611904,47496.1643104
No,No,465.919878364,41133.9485633
No,No,952.927819303,44894.4429254
No,Yes,17.6095775951,13739.7546026
No,Yes,989.884597421,23416.5004656
No,Yes,1817.1711764,24601.0374852
No,No,746.836510473,41294.4522466
No,No,549.064929534,58539.4142706
No,Yes,993.049538227,20538.5457418
No,Yes,1447.41810822,16658.4240877
No,Yes,598.218194372,19794.5764099
No,Yes,79.9899964023,14390.8131164
No,No,641.254587416,31306.5348373
No,Yes,562.837698264,25068.0464478
No,Yes,448.243210691,23540.8910274
No,Yes,1134.69657247,20068.0185456
No,No,1649.21160694,42148.7438795
No,Yes,817.676646708,22339.8854145
No,Yes,948.15130261,18107.3571529
No,Yes,1180.01808623,19871.2067441
No,No,761.187658837,54681.8283899
No,No,420.495831856,58264.2058169
No,Yes,1841.40853381,18000.7046803
No,No,102.721441132,13719.3568745
No,No,265.592845889,24833.3415942
No,No,1558.86107533,45255.9671131
No,Yes,220.6595334,20148.5797585
No,No,325.87013146,35015.2689695
No,No,1272.4773859,42671.3185858
No,No,906.231097084,46715.2346835
No,No,1070.81004817,35979.4701446
No,Yes,0.0,15572.0212631
No,No,722.133486768,22669.2398041
No,No,1453.29287213,43370.7578851
No,No,1207.28785208,33671.4595005
No,No,1118.21992301,32632.9130727
No,No,1281.92157269,56778.4153893
No,Yes,878.998393552,12054.8590388
No,No,735.103337671,51403.7159698
No,No,914.341082342,43460.1663791
No,No,4.15111164508,22722.2220379
No,No,1063.59232924,38057.3335708
No,No,331.84282769,37264.6948219
No,No,838.578904754,43501.2575307
No,No,418.299642766,49670.0219815
No,No,538.942731686,23289.2804604
No,Yes,2133.74548094,19675.5075861
No,No,1651.32255274,34024.6636829
No,Yes,1152.97327188,13036.0667092
No,Yes,1065.25635542,16658.9472446
No,No,486.652639922,30838.629697
No,Yes,770.82666651,18896.7289968
No,No,1202.46348882,42818.6431073
No,No,323.800101436,34576.4920335
Yes,No,2062.87062845,30839.1806731
No,No,1058.28433162,39314.5134702
No,No,796.025053311,38443.8964135
No,Yes,1379.77001663,15509.4093983
No,No,1201.3324891,23969.4518198
No,No,1114.11600744,40359.9672062
No,No,821.607102285,50689.1932164
No,No,1079.96576515,43215.8058048
No,Yes,662.995363033,12008.3357419
No,Yes,1343.70154909,27168.408218
No,Yes,553.455736793,21358.4206646
No,No,472.95405503,63759.7870335
No,Yes,1806.55167229,17648.1976001
No,Yes,855.226995924,15348.7066607
No,Yes,790.554328599,20568.8272425
No,No,1380.14403201,48087.8250531
No,No,1522.53080155,30765.5637963
No,Yes,967.349047281,14725.1409119
No,Yes,886.221140404,12796.0589938
Yes,No,1323.62814221,18820.7949691
No,No,1351.3254227,46663.3922059
No,No,294.018790313,59128.5034045
No,No,1756.05071637,52497.5856037
No,No,439.496364012,46784.9448129
No,No,725.783291905,35503.644208
No,No,1049.94676844,43172.3271898
No,No,1138.62885942,36978.4593789
No,No,568.224254557,39873.2428466
No,No,0.0,43160.3242008
No,No,572.665857566,42285.2852957
No,No,1270.39317812,43032.2715866
No,No,1444.4321045,19153.3427287
Yes,No,1926.59908213,59224.452759
No,No,101.993455725,27909.631039
No,No,547.174974933,36969.0032256
No,No,907.63310399,28577.0965502
No,No,282.889217702,42132.0738127
No,Yes,811.965045173,12853.1756073
No,Yes,1305.10445258,20573.5538688
No,Yes,533.916542918,21390.6866179
No,Yes,1420.5961395,20197.8115347
No,No,89.3129240969,39915.4535908
No,No,839.040920045,36665.7014593
No,No,522.153457638,40717.1625219
No,No,488.721126254,46503.166146
No,Yes,983.268502993,24554.2715631
No,No,442.665900585,43991.8123694
No,Yes,977.58937205,17637.7341979
No,Yes,317.26799981,17801.5372224
No,No,1033.75665824,21837.2428327
No,No,629.320183235,52089.6330501
No,No,1328.33410347,39877.6124572
No,Yes,1486.3772996,19164.3503996
No,No,760.55329349,19957.8391361
No,Yes,1204.24147023,19302.9014764
No,Yes,1367.78651453,12449.2790357
No,No,226.299225371,34305.2560781
No,No,902.416395242,37905.6314758
No,No,462.004289553,33157.3621976
No,No,1072.37936474,19958.5439924
No,No,424.048189995,25081.8430062
No,No,846.131294773,29812.0877039
No,Yes,951.588536315,12163.1848464
No,No,1079.82329872,44390.7160539
No,Yes,1395.66898659,21374.5921195
No,No,828.889545196,52560.907352
No,No,829.884262065,40749.7874334
No,No,1626.16941874,32827.7028586
No,No,1057.63317363,37229.8073121
No,No,729.22599086,35633.5029167
No,Yes,154.875531555,20685.4574218
No,No,1583.09610075,15350.4560463
No,No,0.0,40766.6953403
No,No,528.569204947,42249.3569999
No,No,809.104673981,24820.5255894
No,Yes,132.104558748,20065.7224788
No,Yes,2149.33681165,15093.8275273
No,No,497.72578517,26591.1131709
No,No,489.16556068,26875.7237398
No,Yes,596.539256039,9518.83233207
No,Yes,1883.06545605,23989.8924557
No,Yes,748.059228266,17362.8074609
No,No,1046.91812134,42376.5021708
No,No,310.130223883,37697.2201903
No,Yes,1065.52107615,21129.2344638
No,Yes,1097.06748079,20564.1257982
No,No,1154.8586784,57640.9169618
Yes,No,2049.02984514,52568.9088071
No,No,1398.65246735,34194.0824022
No,No,130.346822483,53852.7550865
No,No,1400.16318688,52343.4771775
No,No,0.0,51740.4215993
No,Yes,552.33423956,21262.5663588
No,No,0.0,58233.0209605
No,No,246.636545293,18953.6719373
No,No,0.0,38249.9823757
No,Yes,655.510126294,15771.4924298
No,Yes,100.355432954,13940.6026641
No,Yes,1103.00356549,25385.6019398
No,Yes,928.233411505,20932.6920592
No,No,509.317798587,18221.1465585
No,Yes,420.257063909,24703.9980491
No,No,307.73056259,48123.5510489
No,No,733.076086748,40056.1003653
No,No,851.564659931,33211.1755013
No,No,1300.33718169,47580.5438257
No,Yes,203.966127022,16433.674295
No,Yes,1557.52557143,17132.3123579
No,No,0.0,41359.8916092
No,No,1136.45503135,47721.2737069
No,No,986.181543809,34780.9543914
No,No,452.827107726,62912.4443393
No,No,775.493559468,46025.8708003
No,Yes,926.078163581,17660.8072407
No,No,1074.99126731,27834.790036
No,No,844.465479106,44518.3952707
No,No,391.558358026,45822.5243566
No,Yes,1283.02855571,15638.0065909
No,Yes,1343.24351655,7032.06000893
No,Yes,1049.42003608,15815.3439749
No,Yes,728.985838206,17360.522995
No,Yes,1203.10325643,19967.8630987
No,No,221.334856461,31764.2029103
No,No,149.223218756,36550.3334636
No,No,474.628374826,28182.9755686
No,Yes,962.466536439,14606.0900593
No,No,1166.21318554,36324.6788609
Yes,Yes,2207.59905387,19780.7635186
No,Yes,1244.92351099,24291.4079834
No,No,913.453599211,52793.1802484
Yes,No,1315.55876544,35456.6960513
No,No,80.714925773,37651.5678261
No,Yes,745.221141237,24689.5184815
No,No,1505.0940829,43036.1211525
No,Yes,903.438811969,13028.1508626
No,No,250.98882036,33568.5315549
No,No,857.150742319,34691.3221785
No,No,92.9756885589,49608.5864393
No,No,1363.3103788,35387.6989212
No,No,146.897152742,41872.1725191
No,Yes,2014.49764757,15728.9380722
No,No,1112.46852398,43201.5204912
No,Yes,237.163586367,25219.9830591
No,No,1018.36679003,47723.3267841
No,No,150.302385685,39730.1650336
No,No,1074.12404032,47517.8669242
No,No,0.0,30098.4215418
No,Yes,1205.94504054,12950.8164299
No,Yes,713.246393381,20549.8518999
No,No,1351.85296585,40177.9589622
No,No,254.728057898,53696.8322002
No,Yes,842.255987409,23310.228861
No,No,390.980823543,47083.4314973
No,Yes,639.468303621,12323.3498412
No,Yes,514.334987256,27443.9752499
No,No,791.663341775,48127.6261396
No,Yes,1204.91790442,11339.1567691
No,No,1000.52543821,53680.9837392
No,Yes,810.308012418,16248.4555456
No,No,797.865393272,43717.0684112
No,No,0.0,46461.3201193
No,No,990.144772288,48040.601892
No,Yes,284.050551961,15352.3597814
No,No,1080.32128118,48226.7297027
No,No,1433.99232688,19864.9753758
No,No,792.974067741,28674.670626
No,No,1351.95743719,24136.0719477
No,No,528.67684482,39925.1847361
No,No,692.052822389,39586.8490172
No,No,1085.52023487,36746.3203519
No,No,567.704178336,50643.316218
No,No,1190.06130329,41965.8799497
No,Yes,289.356947354,15715.5006522
No,No,1440.13292692,28370.104324
No,No,373.178886418,30826.0750245
No,No,733.200569079,38592.0420223
No,Yes,1095.61200215,10450.7448786
No,No,1117.6297037,61940.0157775
No,No,505.015128112,43658.813144
No,Yes,230.159168686,24776.6931484
No,No,586.775650401,32622.3761384
No,Yes,513.797677681,15540.4543836
No,Yes,1212.75666203,13722.9008261
No,No,578.483646603,45066.2073303
No,No,1229.52030156,59755.0301244
No,Yes,1829.90994129,21018.9601165
No,Yes,973.264479997,16984.6107557
No,No,690.640342448,26989.3943528
No,No,781.667785915,49427.5177212
No,No,652.202761376,36348.2962358
No,No,762.923197678,50293.8722537
No,Yes,843.642431502,17992.3171675
No,Yes,1316.21098312,16327.625982
No,Yes,559.903182578,9357.75924828
No,No,355.030065742,52926.777763
No,No,1635.202902,31541.0940393
No,No,696.895693166,63952.3134935
No,No,444.042702686,47857.7146122
No,No,1585.52508909,49011.4156672
No,No,1322.08098304,48906.5183242
No,No,941.741632289,34559.6465424
No,Yes,1426.01417736,20779.6789341
Yes,Yes,1359.21394743,25548.48741
No,No,1504.56938589,36697.4019859
No,No,48.2656403156,32081.0922978
No,No,0.0,47393.3286882
No,Yes,802.369267072,18999.5252923
No,No,600.939090252,43846.2088932
No,No,1440.02571266,41814.8038417
No,Yes,1184.20444314,23235.6567864
No,No,31.8620653736,33702.6511298
No,No,580.379056127,55724.271226
No,Yes,591.986469895,8815.17637602
No,No,915.592009371,37720.1872737
Yes,No,2006.98617301,50033.5331529
No,Yes,1216.58625033,18140.6239934
No,No,970.925552199,46051.8683748
No,No,664.718943513,36998.5660141
No,No,873.879608565,46203.9095502
No,No,444.28140013,56881.2065665
No,No,641.760448114,44857.7012299
No,Yes,1106.32369417,21202.030075
No,No,616.554649797,46107.2079296
No,No,1164.36214027,38759.7305514
No,No,828.662811758,28427.670293
No,No,23.2983318114,37975.5389793
No,No,717.434420183,45267.8198459
No,No,167.584156692,49087.2556946
No,No,821.853292645,35358.3927358
No,No,769.6667019,39401.4750602
No,No,0.0,37343.4168075
No,No,1038.70026586,33783.7142156
No,Yes,1050.15133269,16963.8126911
No,Yes,927.632100647,20640.7741049
No,No,1014.72262871,38780.7897165
No,Yes,1391.44159716,11685.6454285
No,No,290.48306702,47724.2397601
No,No,656.434943666,26551.6009022
No,No,1456.64293692,24089.0953412
No,Yes,1240.72401223,19702.7994991
No,No,636.606045459,31870.5514729
No,No,1665.03697303,48295.5251505
No,No,825.955944652,31661.6259861
No,No,0.0,61608.5320456
No,Yes,1152.12441899,18644.400044
No,Yes,711.039875304,22000.1065649
No,No,1221.08312267,29370.5849131
No,No,781.291702589,36744.5682634
No,No,0.0,41671.209461
No,No,919.300136081,33866.3633768
No,No,155.989916941,50135.8501709
No,No,0.0,42616.6015728
No,Yes,1520.85164475,20044.0814994
No,No,407.321538164,38285.4149141
No,No,555.229951189,22788.9680825
No,No,705.197176762,35864.0117216
No,Yes,916.12897064,28839.5837329
No,No,1083.28118704,45260.41668
No,Yes,771.133261396,20655.0710743
No,No,1700.29497615,53844.5789864
No,No,679.266804774,36694.7502626
No,No,762.991490694,44162.3628946
No,Yes,1196.53699598,25651.5363815
No,No,627.383759586,47489.2830811
No,Yes,1175.79905681,18178.0819337
No,No,660.20057123,33598.0891375
No,Yes,822.625324265,10923.3816767
No,No,842.407539123,38161.7386616
No,No,1248.39968478,41555.8109876
No,Yes,1405.87665381,27071.3224969
No,No,419.702000131,44989.762849
No,Yes,91.7339465034,19153.7284338
No,No,157.003453234,50131.8788806
No,No,666.529950651,51876.4896526
No,No,806.781241079,55735.5491959
No,No,0.0,44754.2488809
No,No,1378.2664361,40228.9341679
No,No,354.216390972,25427.0544326
No,No,596.182688889,55591.0589188
No,No,102.469862911,44600.4319739
No,No,637.216999433,48461.9094371
No,No,1274.79655026,18044.8231223
No,No,403.041481444,29200.983762
No,No,619.515173903,53747.5491352
No,No,1111.69076641,31059.4626439
No,No,1235.48576796,29992.1859507
No,No,850.38556838,45530.3770573
Yes,Yes,2352.05494932,24067.5481041
No,No,1518.35251458,53971.7305927
No,No,0.0,47935.2831977
No,No,541.944001798,37640.3002604
No,Yes,1401.19360905,17688.8564659
No,No,329.465684347,46028.0154528
No,No,530.093820523,21736.8098187
No,No,0.0,27455.9089977
No,No,1112.06413996,27694.7212677
No,No,291.076141259,23479.6134347
No,No,1133.41493887,36456.9490262
No,Yes,488.957012076,15912.3045797
No,No,926.547899439,25363.0146356
No,No,783.797563316,33151.5672432
No,Yes,246.081818997,20046.7724578
No,Yes,860.917730636,11575.7021871
No,No,1838.19486107,32308.0240368
No,Yes,918.828888145,16110.9904628
No,No,1040.10566509,16905.4579371
No,No,951.620225964,41689.568373
No,No,749.114739644,46478.1051575
No,No,70.1854776566,36216.9635265
No,No,1002.35121822,43048.1699152
No,No,948.705393028,14095.8096101
No,No,983.619015796,24666.6828329
No,Yes,0.0,16156.0291217
No,Yes,1209.38419837,12830.8328351
No,No,527.172784914,28931.1282763
No,No,671.765480006,40907.8081017
No,No,807.294530701,49367.775927
No,Yes,1189.46474046,17287.6392061
No,No,612.107921577,31367.7130802
No,No,1.98073444076,42380.8748505
No,No,507.907526435,45727.7685289
No,No,1678.11846573,41813.8923436
No,No,0.0,51054.5690235
No,Yes,378.672174851,14328.3118855
No,Yes,1202.76071084,20973.2596532
No,Yes,1038.54099709,21839.720029
No,No,333.180057472,29400.4778473
No,No,1322.2517606,43802.6272391
No,Yes,1579.21699595,15111.9144799
No,No,852.530776892,46662.7679458
No,No,1407.86920794,43033.9359309
No,Yes,0.0,17791.4332277
No,No,350.196085511,46893.7319861
No,Yes,1276.35083902,27732.268822
No,No,17.0316800106,24492.2134816
Yes,No,1288.40699655,44253.3087354
No,No,861.363860436,47969.6772643
No,No,1209.75664133,40605.813405
No,No,1067.7792287,28077.2546816
No,No,831.587329996,32203.2718441
Yes,No,1747.98366857,18966.1095737
No,No,0.0,58211.536073
No,Yes,1177.32765461,13737.0503357
No,No,0.0,50559.4707471
No,No,943.467289284,26388.6171579
No,No,61.1833446196,37604.2178046
No,No,1436.64766914,38571.3280595
No,No,343.643178302,43483.7379648
No,No,1018.38287103,30846.8209364
No,Yes,1173.09812007,23811.0003016
No,No,979.851049136,44869.046912
No,No,444.604796363,51584.3363564
No,No,282.042433703,50501.0772381
No,Yes,1420.02298162,26424.5390754
No,No,654.661360097,32400.4814786
No,No,1388.56348925,21151.2631286
No,Yes,0.0,13621.8111913
No,No,0.023816297092,37981.7806257
No,Yes,1132.084057,15675.5344368
No,No,1330.48109685,50459.0468967
No,No,815.17402327,37946.9813996
No,No,1163.3240404,38323.0844015
No,No,769.230636542,49590.0665812
No,No,698.078872879,38960.2671895
No,No,0.0,41239.0205104
Yes,Yes,1789.47747479,17667.7822203
No,No,1124.96652678,50701.7275368
No,No,1012.28620807,60697.6336155
No,No,0.0,31722.3296749
No,No,481.777805604,34478.9529016
No,Yes,1383.56982357,17245.0286854
No,No,856.770451439,42662.8019755
No,No,994.011888923,52188.775269
No,No,203.328123506,40490.1449892
Yes,No,1856.91471651,33445.6168692
No,No,566.872719168,67018.4196136
No,No,1428.72525803,51633.4328536
No,No,1339.199963,44257.9353
No,Yes,215.633897764,23221.6193715
Yes,No,1125.65656182,34758.1237796
No,No,514.859436189,57241.7030807
No,Yes,564.80276207,21314.7794434
No,Yes,705.883064516,11121.6993091
No,No,390.0217243,39029.8570729
No,No,690.601097771,43511.3372747
No,Yes,1596.7010548,21581.2722593
No,No,1578.46371135,51413.8402654
No,Yes,1363.99295684,18140.361031
No,No,819.326374632,22406.0549367
No,No,0.0,44712.2316847
No,No,870.020567921,40535.3101192
No,No,629.271891437,35695.0886113
No,No,217.512412228,39616.2602453
No,Yes,1702.98170172,25203.4567626
No,No,86.5788882292,31893.2233622
No,Yes,967.168924416,27077.6267654
No,Yes,329.764331287,17762.7738754
No,No,594.364428159,24273.5624821
No,No,51.0723020672,38764.3946808
No,No,345.393868142,27012.7538813
No,Yes,740.577850672,17700.0720673
No,No,1128.83347504,45043.9356175
No,No,1549.26330613,43240.4590256
No,Yes,472.024537069,13685.4701307
No,No,466.109768644,26598.1213495
No,No,633.783160279,37672.1580967
No,No,959.021460173,46133.134273
No,No,1634.99668519,36995.7511639
No,No,155.993061347,37599.7679669
No,No,1060.97292029,37410.3763832
No,No,862.150195724,59240.8450311
No,Yes,380.905106627,22042.5700145
No,No,184.530473858,35058.3406549
No,No,1690.38734951,46228.3200575
No,No,406.998521873,41505.4060514
No,No,626.168125275,35196.0782333
No,No,1915.33206601,21361.0481341
No,Yes,1017.3609664,21702.1831031
No,No,669.361478924,46007.0052658
No,No,574.469877634,46696.1863447
No,Yes,256.325670466,15627.6627887
No,Yes,1365.79119036,22301.706063
No,No,1194.64523564,35622.3282129
No,No,286.301054523,30026.0707568
No,Yes,1260.49400899,8549.25317568
No,No,659.783085265,42054.914989
No,Yes,583.774223241,12240.6605181
No,No,1024.8194768,40380.2979636
No,No,1045.42688593,50639.0600934
No,No,522.774408906,37481.6821851
No,No,212.931782511,46843.9124939
No,No,0.0,54609.7285568
No,No,316.563872224,30293.9633321
No,No,625.017328733,58911.6086514
No,Yes,789.377266158,21140.508867
No,No,454.488146312,39608.3228718
No,No,1293.29760637,65128.4045281
No,No,964.090413445,48405.8431092
No,No,316.017511905,39959.9300031
No,No,826.022722201,53874.3719444
No,No,667.492041322,24613.6755191
No,Yes,950.477292878,17932.1250862
No,No,0.0,54659.1631878
No,No,650.290138457,44358.6516229
No,No,448.881996837,38426.2593437
No,No,1326.41236984,35158.1903317
No,No,1322.09397673,51845.1803956
No,No,575.137656473,25669.6971679
No,No,392.477181915,20674.6728094
No,Yes,716.048096702,15149.8757738
No,No,358.923951538,50989.7441955
No,No,946.892055517,9364.84978103
No,No,184.887298302,49716.0204053
No,No,600.820085751,49727.4899119
No,No,965.150483568,34783.0068782
No,No,937.03705536,42169.0433987
No,No,1225.92264757,43718.6949293
No,No,581.313104572,32454.1101532
No,No,62.1109338524,51206.2925195
No,No,1653.55187635,23137.5612153
No,Yes,994.09073884,17401.8472379
No,Yes,1080.75973269,16900.390604
No,No,663.663792793,51135.0862626
No,No,0.0,44464.2972937
No,No,11.1380700574,52195.9205189
No,Yes,1403.16352558,28207.9316716
No,No,1005.52542939,34587.2436322
No,Yes,831.304495716,17572.3179345
No,No,154.212463381,29153.4515784
No,No,497.881905244,55543.6246875
No,Yes,601.891220584,16948.6132291
No,No,832.3445356,51737.3710476
No,No,1557.55901599,36742.1885265
No,No,705.338209861,23952.5445115
Yes,No,1234.10202131,43764.8686376
No,Yes,816.443608152,19141.7302065
No,No,768.378584811,43325.9703902
No,Yes,1725.33924356,18268.1953665
No,No,1004.12540733,53397.3919952
No,Yes,952.887131441,15082.6771112
No,No,1965.32935817,31804.6342196
No,No,930.081301598,21575.4238473
No,No,499.646323785,69342.6724804
No,No,1140.1401141,41775.5181103
No,No,518.369905831,27527.2348025
No,No,1167.88915821,35969.0235565
No,No,1402.24271717,32742.2706121
No,No,0.0,31363.6495017
No,No,42.149993232,31812.8915319
No,No,989.017791693,35129.0917368
No,No,10.2314853106,27237.3807737
No,Yes,1298.51180862,20491.7703437
No,No,987.250044909,50045.7631787
No,No,920.574314458,40527.9870563
No,No,534.05554479,30948.8067492
No,Yes,1249.76647351,16251.2847001
No,Yes,732.429941772,26433.1054439
No,No,655.199872372,38192.5303918
No,No,224.209109066,51199.6416695
No,No,635.808710981,40497.3816215
No,Yes,1384.41537314,13707.0415964
No,No,979.105937917,46319.9119943
No,Yes,1463.82811094,15657.4344833
No,No,1302.78377782,50709.5086275
No,Yes,50.9514862589,16251.6110559
No,No,1235.18768402,50865.5240703
